ID,Año,Campeonato,Equipo,Ganados,Perdidos,Empatados,Puntos,Partidos Jugados,GF,GC,DIF,Logo
2505,2011,Torneo Clausura 2011,Newells,4,11,4,16,19,16,32,-16,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
2506,2011,Torneo Apertura 2011,Olimpo,2,7,10,16,19,15,25,-10,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Escudo_Oficial_Olimpo.png/120px-Escudo_Oficial_Olimpo.png
2507,2011,Torneo Clausura 2011,Olimpo,8,5,6,30,19,28,23,5,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Escudo_Oficial_Olimpo.png/120px-Escudo_Oficial_Olimpo.png
2508,2011,Torneo Clausura 2011,Quilmes,5,9,5,20,19,24,27,-3,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Escudo_QAC_Lotto_2012_-_2016.png/120px-Escudo_QAC_Lotto_2012_-_2016.png
2509,2011,Torneo Apertura 2011,Racing Club,7,2,10,31,19,16,8,8,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2510,2011,Torneo Clausura 2011,Racing Club,7,10,2,23,19,25,26,-1,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2511,2011,Torneo Clausura 2011,River Plate,6,6,9,27,21,16,18,-2,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2512,2011,Torneo Apertura 2011,San Lorenzo,5,10,4,19,19,13,19,-6,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2513,2011,Torneo Clausura 2011,San Lorenzo,5,6,8,23,19,19,17,2,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2514,2011,Torneo Apertura 2011,San Martin (SJ),6,5,8,26,19,17,14,3,https://logodetimes.com/times/san-martin-de-san-juan/logo-san-martin-de-san-juan-256.png
2515,2011,Torneo Clausura 2011,San Martin (SJ),1,0,1,4,2,2,1,1,https://logodetimes.com/times/san-martin-de-san-juan/logo-san-martin-de-san-juan-256.png
2516,2011,Torneo Apertura 2011,Tigre,7,6,6,27,19,22,19,3,https://logodetimes.com/times/tigre/logo-tigre-256.png
2517,2011,Torneo Clausura 2011,Tigre,6,6,7,25,19,25,26,-1,https://logodetimes.com/times/tigre/logo-tigre-256.png
2518,2011,Torneo Apertura 2011,Union,6,6,7,25,19,14,18,-4,https://logodetimes.com/times/union-santa-fe/logo-union-santa-fe-256.png
2519,2011,Torneo Apertura 2011,Velez,9,6,4,31,19,22,17,5,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2520,2011,Torneo Clausura 2011,Velez,12,4,3,39,19,36,17,19,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2521,2012/2013,Liga Profesional  2012/2013,All Boys,10,17,11,41,38,34,51,-17,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg/150px-Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg.png
2522,2012/2013,Liga Profesional  2012/2013,Argentinos,8,17,13,37,38,32,50,-18,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
2523,2012/2013,Liga Profesional  2012/2013,Arsenal,17,12,9,60,38,44,44,0,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2524,2012/2013,Liga Profesional  2012/2013,Atl Rafaela,10,15,13,43,38,41,51,-10,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg/120px-Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg.png
2525,2012/2013,Liga Profesional  2012/2013,Belgrano,14,7,17,59,38,36,26,10,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
2526,2012/2013,Liga Profesional  2012/2013,Boca Juniors,12,11,15,51,38,38,49,-11,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2527,2012/2013,Liga Profesional  2012/2013,Colon,11,14,13,46,38,46,54,-8,https://logodetimes.com/times/colon/logo-colon-256.png
2528,2012/2013,Liga Profesional  2012/2013,Estudiantes (LP),12,14,12,48,38,34,35,-1,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2529,2012/2013,Liga Profesional  2012/2013,Godoy Cruz,12,13,13,49,38,36,40,-4,https://logodetimes.com/times/godoy-cruz/logo-godoy-cruz-256.png
2530,2012/2013,Liga Profesional  2012/2013,Independiente,8,15,15,39,38,32,41,-9,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
2531,2012/2013,Liga Profesional  2012/2013,Lanus,18,7,13,67,38,49,24,25,https://logodetimes.com/times/lanus/logo-lanus-256.png
2532,2012/2013,Liga Profesional  2012/2013,Newells,21,7,11,74,39,63,33,30,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
2533,2012/2013,Liga Profesional  2012/2013,Quilmes,11,10,17,50,38,44,45,-1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Escudo_QAC_Lotto_2012_-_2016.png/120px-Escudo_QAC_Lotto_2012_-_2016.png
2534,2012/2013,Liga Profesional  2012/2013,Racing Club,17,10,11,62,38,50,29,21,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2535,2012/2013,Liga Profesional  2012/2013,River Plate,17,8,13,64,38,56,38,18,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2536,2012/2013,Liga Profesional  2012/2013,San Lorenzo,14,8,16,58,38,46,36,10,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2537,2012/2013,Liga Profesional  2012/2013,San Martin (SJ),11,17,10,43,38,52,55,-3,https://logodetimes.com/times/san-martin-de-san-juan/logo-san-martin-de-san-juan-256.png
2538,2012/2013,Liga Profesional  2012/2013,Tigre,7,18,13,34,38,38,57,-19,https://logodetimes.com/times/tigre/logo-tigre-256.png
2539,2012/2013,Liga Profesional  2012/2013,Union,3,20,15,24,38,33,64,-31,https://logodetimes.com/times/union-santa-fe/logo-union-santa-fe-256.png
2540,2012/2013,Liga Profesional  2012/2013,Velez,18,11,10,64,39,50,32,18,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2541,2013/2014,Liga Profesional  2013/2014,All Boys,8,17,13,37,38,33,46,-13,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg/150px-Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg.png
2542,2013/2014,Liga Profesional  2013/2014,Argentinos,10,18,10,40,38,26,40,-14,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
2543,2013/2014,Liga Profesional  2013/2014,Arsenal,12,14,12,48,38,41,47,-6,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2544,2013/2014,Liga Profesional  2013/2014,Atl Rafaela,13,13,13,52,39,48,53,-5,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg/120px-Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg.png
2545,2013/2014,Liga Profesional  2013/2014,Belgrano,11,11,16,49,38,45,41,4,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
2546,2013/2014,Liga Profesional  2013/2014,Boca Juniors,18,11,10,64,39,51,39,12,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2547,2013/2014,Liga Profesional  2013/2014,Colon,11,19,9,42,39,22,39,-17,https://logodetimes.com/times/colon/logo-colon-256.png
2548,2013/2014,Liga Profesional  2013/2014,Estudiantes (LP),14,7,17,59,38,36,25,11,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2549,2013/2014,Liga Profesional  2013/2014,Gimnasia (LP),15,11,12,57,38,45,43,2,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
2550,2013/2014,Liga Profesional  2013/2014,Godoy Cruz,15,12,11,56,38,40,35,5,https://logodetimes.com/times/godoy-cruz/logo-godoy-cruz-256.png
2551,2013/2014,Liga Profesional  2013/2014,Lanus,16,11,11,59,38,53,41,12,https://logodetimes.com/times/lanus/logo-lanus-256.png
2552,2013/2014,Liga Profesional  2013/2014,Newells,14,10,14,56,38,49,39,10,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
2553,2013/2014,Liga Profesional  2013/2014,Olimpo,13,14,11,50,38,38,41,-3,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Escudo_Oficial_Olimpo.png/120px-Escudo_Oficial_Olimpo.png
2554,2013/2014,Liga Profesional  2013/2014,Quilmes,12,17,9,45,38,30,45,-15,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Escudo_QAC_Lotto_2012_-_2016.png/120px-Escudo_QAC_Lotto_2012_-_2016.png
2555,2013/2014,Liga Profesional  2013/2014,Racing Club,8,21,9,33,38,31,48,-17,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2556,2013/2014,Liga Profesional  2013/2014,River Plate,17,12,10,61,39,41,29,12,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2557,2013/2014,Liga Profesional  2013/2014,Rosario Central,14,12,12,54,38,43,45,-2,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
2558,2013/2014,Liga Profesional  2013/2014,San Lorenzo,16,11,12,60,39,48,38,10,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2559,2013/2014,Liga Profesional  2013/2014,Tigre,12,13,13,49,38,34,35,-1,https://logodetimes.com/times/tigre/logo-tigre-256.png
2560,2013/2014,Liga Profesional  2013/2014,Velez,17,12,10,61,39,58,43,15,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2561,2014,Liga Profesional  2014,Arsenal,7,7,5,26,19,27,25,2,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2562,2014,Liga Profesional  2014,Atl Rafaela,7,8,4,25,19,25,29,-4,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg/120px-Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg.png
2563,2014,Liga Profesional  2014,Banfield,5,9,5,20,19,25,25,0,https://logodetimes.com/times/banfield/logo-banfield-256.png
2564,2014,Liga Profesional  2014,Belgrano,7,8,4,25,19,26,26,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
2565,2014,Liga Profesional  2014,Boca Juniors,9,6,4,31,19,25,23,2,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2566,2014,Liga Profesional  2014,Def y Justicia,5,9,5,20,19,19,30,-11,https://logodetimes.com/times/defensa-y-justicia/logo-defensa-y-justicia-256.png
2567,2014,Liga Profesional  2014,Estudiantes (LP),9,6,4,31,19,23,23,0,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2568,2014,Liga Profesional  2014,Gimnasia (LP),6,7,6,24,19,16,15,1,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
2569,2014,Liga Profesional  2014,Godoy Cruz,5,8,6,21,19,31,39,-8,https://logodetimes.com/times/godoy-cruz/logo-godoy-cruz-256.png
2570,2014,Liga Profesional  2014,Independiente,10,6,3,33,19,31,29,2,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
2571,2014,Liga Profesional  2014,Lanus,10,4,5,35,19,28,23,5,https://logodetimes.com/times/lanus/logo-lanus-256.png
2572,2014,Liga Profesional  2014,Newells,6,6,7,25,19,21,24,-3,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
2573,2014,Liga Profesional  2014,Olimpo,4,8,7,19,19,15,22,-7,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Escudo_Oficial_Olimpo.png/120px-Escudo_Oficial_Olimpo.png
2574,2014,Liga Profesional  2014,Quilmes,2,11,6,12,19,17,31,-14,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Escudo_QAC_Lotto_2012_-_2016.png/120px-Escudo_QAC_Lotto_2012_-_2016.png
2575,2014,Liga Profesional  2014,Racing Club,13,4,2,41,19,30,16,14,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2576,2014,Liga Profesional  2014,River Plate,11,2,6,39,19,34,13,21,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2577,2014,Liga Profesional  2014,Rosario Central,6,10,3,21,19,21,28,-7,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
2578,2014,Liga Profesional  2014,San Lorenzo,8,9,2,26,19,26,22,4,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2579,2014,Liga Profesional  2014,Tigre,8,9,2,26,19,30,26,4,https://logodetimes.com/times/tigre/logo-tigre-256.png
2580,2014,Liga Profesional  2014,Velez,7,8,4,25,19,21,22,-1,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2581,2015,Liga Profesional  2015,Aldosivi,12,13,8,44,33,42,45,-3,https://logodetimes.com/times/aldosivi/logo-aldosivi-256.png
2582,2015,Liga Profesional  2015,Argentinos,8,14,9,33,31,30,39,-9,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
2583,2015,Liga Profesional  2015,Arsenal,7,17,6,27,30,25,44,-19,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2584,2015,Liga Profesional  2015,Atl Rafaela,4,15,11,23,30,29,51,-22,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg/120px-Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg.png
2585,2015,Liga Profesional  2015,Banfield,16,8,9,57,33,43,35,8,https://logodetimes.com/times/banfield/logo-banfield-256.png
2586,2015,Liga Profesional  2015,Belgrano,15,8,10,55,33,36,28,8,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
2587,2015,Liga Profesional  2015,Boca Juniors,20,6,4,64,30,49,26,23,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2588,2015,Liga Profesional  2015,Colon,8,11,14,38,33,31,34,-3,https://logodetimes.com/times/colon/logo-colon-256.png
2589,2015,Liga Profesional  2015,Crucero (M),3,22,5,14,30,21,55,-34,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Escudo_del_Club_Mutual_Crucero_del_Norte.svg/160px-Escudo_del_Club_Mutual_Crucero_del_Norte.svg.png
2590,2015,Liga Profesional  2015,Def y Justicia,8,14,8,32,30,27,31,-4,https://logodetimes.com/times/defensa-y-justicia/logo-defensa-y-justicia-256.png
2591,2015,Liga Profesional  2015,Estudiantes (LP),16,8,9,57,33,40,30,10,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2592,2015,Liga Profesional  2015,Gimnasia (LP),13,12,8,47,33,47,42,5,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
2593,2015,Liga Profesional  2015,Godoy Cruz,8,14,8,32,30,32,40,-8,https://logodetimes.com/times/godoy-cruz/logo-godoy-cruz-256.png
2594,2015,Liga Profesional  2015,Huracan,6,12,12,30,30,29,37,-8,https://logodetimes.com/times/huracan/logo-huracan-256.png
2595,2015,Liga Profesional  2015,Independiente,16,5,12,60,33,50,26,24,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
2596,2015,Liga Profesional  2015,Lanus,13,8,12,51,33,38,31,7,https://logodetimes.com/times/lanus/logo-lanus-256.png
2597,2015,Liga Profesional  2015,Newells,10,11,10,40,31,28,32,-4,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
2598,2015,Liga Profesional  2015,Nueva Chicago,7,15,8,29,30,29,38,-9,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/CANCH_Oficial.png/120px-CANCH_Oficial.png
2599,2015,Liga Profesional  2015,Olimpo,9,12,12,39,33,24,31,-7,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Escudo_Oficial_Olimpo.png/120px-Escudo_Oficial_Olimpo.png
2600,2015,Liga Profesional  2015,Quilmes,13,12,6,45,31,38,38,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Escudo_QAC_Lotto_2012_-_2016.png/120px-Escudo_QAC_Lotto_2012_-_2016.png
2601,2015,Liga Profesional  2015,Racing Club,18,6,9,63,33,45,26,19,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2602,2015,Liga Profesional  2015,River Plate,13,7,10,49,30,46,33,13,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2603,2015,Liga Profesional  2015,Rosario Central,16,3,11,59,30,47,26,21,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
2604,2015,Liga Profesional  2015,San Lorenzo,18,5,7,61,30,44,20,24,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2605,2015,Liga Profesional  2015,San Martin (SJ),8,10,13,37,31,33,39,-6,https://logodetimes.com/times/san-martin-de-san-juan/logo-san-martin-de-san-juan-256.png
2606,2015,Liga Profesional  2015,Sarmiento (J),7,14,9,30,30,24,34,-10,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
2607,2015,Liga Profesional  2015,Temperley,6,12,12,30,30,19,29,-10,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Club-Atl%C3%A9tico-Temperley.png/120px-Club-Atl%C3%A9tico-Temperley.png
2608,2015,Liga Profesional  2015,Tigre,12,9,10,46,31,33,29,4,https://logodetimes.com/times/tigre/logo-tigre-256.png
2609,2015,Liga Profesional  2015,Union,9,8,14,41,31,39,39,0,https://logodetimes.com/times/union-santa-fe/logo-union-santa-fe-256.png
2610,2015,Liga Profesional  2015,Velez,7,15,8,29,30,27,37,-10,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2611,2016,Liga Profesional  2016,Aldosivi,4,7,5,17,16,19,28,-9,https://logodetimes.com/times/aldosivi/logo-aldosivi-256.png
2612,2016,Liga Profesional  2016,Argentinos,2,8,6,12,16,11,29,-18,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
2613,2016,Liga Profesional  2016,Arsenal,8,5,3,27,16,21,15,6,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2614,2016,Liga Profesional  2016,Atl Rafaela,2,11,3,9,16,14,32,-18,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg/120px-Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg.png
2615,2016,Liga Profesional  2016,Atl Tucuman,9,4,3,30,16,26,19,7,https://logodetimes.com/times/atletico-tucuman/logo-atletico-tucuman-256.png
2616,2016,Liga Profesional  2016,Banfield,2,5,9,15,16,15,20,-5,https://logodetimes.com/times/banfield/logo-banfield-256.png
2617,2016,Liga Profesional  2016,Belgrano,4,8,4,16,16,21,24,-3,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
2618,2016,Liga Profesional  2016,Boca Juniors,5,6,5,20,16,15,13,2,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2619,2016,Liga Profesional  2016,Colon,5,9,2,17,16,21,31,-10,https://logodetimes.com/times/colon/logo-colon-256.png
2620,2016,Liga Profesional  2016,Def y Justicia,7,5,4,25,16,25,16,9,https://logodetimes.com/times/defensa-y-justicia/logo-defensa-y-justicia-256.png
2621,2016,Liga Profesional  2016,Estudiantes (LP),10,2,5,35,17,26,11,15,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2622,2016,Liga Profesional  2016,Gimnasia (LP),7,5,4,25,16,19,19,0,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
2623,2016,Liga Profesional  2016,Godoy Cruz,10,4,3,33,17,27,15,12,https://logodetimes.com/times/godoy-cruz/logo-godoy-cruz-256.png
2624,2016,Liga Profesional  2016,Huracan,7,5,4,25,16,21,15,6,https://logodetimes.com/times/huracan/logo-huracan-256.png
2625,2016,Liga Profesional  2016,Independiente,7,3,6,27,16,22,12,10,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
2626,2016,Liga Profesional  2016,Lanus,13,2,2,41,17,32,10,22,https://logodetimes.com/times/lanus/logo-lanus-256.png
2627,2016,Liga Profesional  2016,Newells,3,6,7,16,16,16,21,-5,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
2628,2016,Liga Profesional  2016,Olimpo,3,9,4,13,16,11,20,-9,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Escudo_Oficial_Olimpo.png/120px-Escudo_Oficial_Olimpo.png
2629,2016,Liga Profesional  2016,Patronato,5,6,5,20,16,19,23,-4,https://logodetimes.com/times/patronato/logo-patronato-256.png
2630,2016,Liga Profesional  2016,Quilmes,3,7,6,15,16,21,32,-11,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Escudo_QAC_Lotto_2012_-_2016.png/120px-Escudo_QAC_Lotto_2012_-_2016.png
2631,2016,Liga Profesional  2016,Racing Club,6,4,6,24,16,29,26,3,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2632,2016,Liga Profesional  2016,River Plate,4,6,6,18,16,21,22,-1,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2633,2016,Liga Profesional  2016,Rosario Central,5,6,5,20,16,19,16,3,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
2634,2016,Liga Profesional  2016,San Lorenzo,10,3,4,34,17,23,20,3,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2635,2016,Liga Profesional  2016,San Martin (SJ),6,5,5,23,16,23,20,3,https://logodetimes.com/times/san-martin-de-san-juan/logo-san-martin-de-san-juan-256.png
